,title,brand,category,custom_label_0,custom_label_1,custom_label_2,feature
1292,Pick Any 1 Party Wear Kurta Palazzo Set with Dupatta,WW Passion,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 party wear kurta palazzo set with dupatta apparel & accessories ww passion women ethnic wear kurtas & suits
1293,Pick Any 1 Heavy Embroidered Gown,WW Passion,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 heavy embroidered gown apparel & accessories ww passion women ethnic wear kurtas & suits
1294,Pick Any 1 Lace Dress,WW Passion,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 lace dress apparel & accessories ww passion women ethnic wear kurtas & suits
1295,Pick Any 1 Georgette Kurta Palazzo Set with Dupatta,WW Passion,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 georgette kurta palazzo set with dupatta apparel & accessories ww passion women ethnic wear kurtas & suits
1296,Nutriglow Onion Combo with Travel Box,Nutriglow,Health & Beauty,Women,Beauty & Personal Care,Body & Skin Care,nutriglow onion combo with travel box health & beauty nutriglow women beauty & personal care body & skin care
1297,Pack of 2 Velvet Nightsuits,Must Have,Apparel & Accessories,Women,Innerwear,Lingeries,pack of 2 velvet nightsuits apparel & accessories must have women innerwear lingeries
1298,Pick Any 1 Abstract Print Kurta & Palazzo Set,WW Passion,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 abstract print kurta & palazzo set apparel & accessories ww passion women ethnic wear kurtas & suits
1299,Pick Any 1 Solid Maxi Dress,WW Passion,Apparel & Accessories,Women,Western Wear,Dresses,pick any 1 solid maxi dress apparel & accessories ww passion women western wear dresses
1300,Pick Any 1 Long Shrug with Top & Palazzo,WW Passion,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 long shrug with top & palazzo apparel & accessories ww passion women ethnic wear kurtas & suits
1301,Pick Any 1 Solid Lace Dress,WW Passion,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 solid lace dress apparel & accessories ww passion women ethnic wear kurtas & suits
1302,Pick Any 1 Stripe Jacket with Kurta,WW Passion,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 stripe jacket with kurta apparel & accessories ww passion women ethnic wear kurtas & suits
1303,Pick Any 1 Floral Print Kurta with Salwar,WW Passion,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 floral print kurta with salwar apparel & accessories ww passion women ethnic wear kurtas & suits
1304,Pick Any 1 Warm Woollen Fashion Kurta,Arrezo,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 warm woollen fashion kurta apparel & accessories arrezo women ethnic wear kurtas & suits
1305,Pick Any 1 Wireless Bluetooth Headphone,Innovative Ventures,Electronics,Electronics & Appliances,Electronics,Audio,pick any 1 wireless bluetooth headphone electronics innovative ventures electronics & appliances electronics audio
1306,Pick Any 1 Wireless Bluetooth Headphone + High Bass Speaker Combo,Innovative Ventures,Electronics,Electronics & Appliances,Electronics,Speakers,pick any 1 wireless bluetooth headphone + high bass speaker combo electronics innovative ventures electronics & appliances electronics speakers
1307,2 in 1 Hair Styler + Ultra Sonic Face Massager + Flawless Hair Remover,Ideal Home,Health & Beauty,Women,Beauty & Personal Care,Women's Personal Hygiene,2 in 1 hair styler + ultra sonic face massager + flawless hair remover health & beauty ideal home women beauty & personal care women's personal hygiene
1308,"Callmate 10000 mAh Power Bank (white, Lithium-ion)- Power card",Callmate,Electronics,Electronics & Appliances,Electronics,Mobiles,"callmate 10000 mah power bank (white, lithium-ion)- power card electronics callmate electronics & appliances electronics mobiles"
1309,"Callmate 10000 mAh Power Bank (White, Lithium-ion)- P5",Callmate,Electronics,Electronics & Appliances,Electronics,Mobiles,"callmate 10000 mah power bank (white, lithium-ion)- p5 electronics callmate electronics & appliances electronics mobiles"
1310,Pack of 5 Non Padded Bras,Innocence,Apparel & Accessories,Women,Innerwear,Lingeries,pack of 5 non padded bras apparel & accessories innocence women innerwear lingeries
1311,"Callmate 10000 mAh Power Bank (White, Lithium-ion)- Hand desk",Callmate,Electronics,Electronics & Appliances,Electronics,Mobiles,"callmate 10000 mah power bank (white, lithium-ion)- hand desk electronics callmate electronics & appliances electronics mobiles"
1312,"Callmate 10000 mAh Power Bank (Black , Lithium-ion)- K1",Callmate,Electronics,Electronics & Appliances,Electronics,Mobiles,"callmate 10000 mah power bank (black , lithium-ion)- k1 electronics callmate electronics & appliances electronics mobiles"
1313,"Callmate 20000 mAh Power Bank (Black, Lithium-ion)- T100",Callmate,Electronics,Electronics & Appliances,Electronics,Mobiles,"callmate 20000 mah power bank (black, lithium-ion)- t100 electronics callmate electronics & appliances electronics mobiles"
1314,"Callmate Twin Pro (TWS Buds) Bluetooth Earbuds (Black, True Wireless)",Callmate,Electronics,Electronics & Appliances,Electronics,Audio,"callmate twin pro (tws buds) bluetooth earbuds (black, true wireless) electronics callmate electronics & appliances electronics audio"
1315,Callmate 20000 mAh Power Bank Solar Led,Callmate,Electronics,Electronics & Appliances,Electronics,Mobiles,callmate 20000 mah power bank solar led electronics callmate electronics & appliances electronics mobiles
1316,"Callmate 10000 mAh Power Bank (white, Lithium-ion)- T68S",Callmate,Electronics,Electronics & Appliances,Electronics,Mobiles,"callmate 10000 mah power bank (white, lithium-ion)- t68s electronics callmate electronics & appliances electronics mobiles"
1317,"Callmate 20000 mAh Power Bank (White , Lithium-ion)- 698",Callmate,Electronics,Electronics & Appliances,Electronics,Mobiles,"callmate 20000 mah power bank (white , lithium-ion)- 698 electronics callmate electronics & appliances electronics mobiles"
1318,"Callmate 10000 mAh Power Bank (Black, Lithium-ion)- DX03",Callmate,Electronics,Electronics & Appliances,Electronics,Mobiles,"callmate 10000 mah power bank (black, lithium-ion)- dx03 electronics callmate electronics & appliances electronics mobiles"
1319,Callmate Wireless Bluetooth Jogger Headphone N1,Callmate,Electronics,Electronics & Appliances,Electronics,Speakers,callmate wireless bluetooth jogger headphone n1 electronics callmate electronics & appliances electronics speakers
1320,Cortina Hours Brown Single Bed Flannel Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina hours brown single bed flannel bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1321,"3 Insulated Casseroles + 1ltr.Flask + 4ltr.Dispenser + 6 Bowls +Ladle+Free 6 Glass, 6 Coasters,Tray",Modware Kasablanca,Home & Garden,Home & Kitchen,Kitchen & Dining,Cookware & Serveware,"3 insulated casseroles + 1ltr.flask + 4ltr.dispenser + 6 bowls +ladle+free 6 glass, 6 coasters,tray home & garden modware kasablanca home & kitchen kitchen & dining cookware & serveware"
1322,Pick Any 1 - 20 Pcs Cook & Serve Handi Set,SNB,Home & Garden,Home & Kitchen,Kitchen & Dining,Cookware & Serveware,pick any 1 - 20 pcs cook & serve handi set home & garden snb home & kitchen kitchen & dining cookware & serveware
1323,Cortina Small Fish Print Single Bed Flannel Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina small fish print single bed flannel bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1324,Cortina 144 TC Cotton Bedsheet for Double Bed with 2 Pillow Covers-Queen - Multicolor,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina 144 tc cotton bedsheet for double bed with 2 pillow covers-queen - multicolor home & garden cortina home & kitchen furnishings & furniture bed linen
1325,Cortina Small Flower With Duck Navy Blue Single Bed Flannel Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina small flower with duck navy blue single bed flannel bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1326,Cortina Rectangle Navy Blue Double Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina rectangle navy blue double bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1327,Cortina 144 TC Cotton Bedsheet for Double Bed with 2 Pillow Covers-Queen - Pink,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina 144 tc cotton bedsheet for double bed with 2 pillow covers-queen - pink home & garden cortina home & kitchen furnishings & furniture bed linen
1328,Cortina The Sky Grey Double Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina the sky grey double bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1329,Cortina 144 TC Cotton Bedsheet for Double Bed with 2 Pillow Covers-Queen - Blue,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina 144 tc cotton bedsheet for double bed with 2 pillow covers-queen - blue home & garden cortina home & kitchen furnishings & furniture bed linen
1330,Pick Any 1 - 20 Pcs Handi & Lid Bowl Set,SNB,Home & Garden,Home & Kitchen,Kitchen & Dining,Cookware & Serveware,pick any 1 - 20 pcs handi & lid bowl set home & garden snb home & kitchen kitchen & dining cookware & serveware
1331,Cortina Cute Animal Print Double Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina cute animal print double bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1332,Cortina A Big For You Love Pink Double Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina a big for you love pink double bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1333,Cortina Hours Brown Double Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina hours brown double bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1334,Cortina Floral Turquoise Blue Double Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina floral turquoise blue double bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1335,Cortina Animal Print Double Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina animal print double bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1336,Cortina Small Flower With Duck Navy Blue Double Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina small flower with duck navy blue double bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1337,Cortina Striped Multi Color Double Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina striped multi color double bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1338,Cortina 144 TC Cotton Bedsheet for Double Bed with 2 Pillow Covers-Queen - Grey,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina 144 tc cotton bedsheet for double bed with 2 pillow covers-queen - grey home & garden cortina home & kitchen furnishings & furniture bed linen
1339,Cortina Floral Purple&White Single Bed Flannel Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina floral purple&white single bed flannel bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1340,Cortina Love You Kids Single Bed Flannel Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina love you kids single bed flannel bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1341,Cortina Rectangle Navy Blue Single Bed Flannel Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina rectangle navy blue single bed flannel bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1342,Cortina Floral Turquoise Blue Single Bed Flannel Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina floral turquoise blue single bed flannel bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1343,Cortina The Sky Grey Single Bed Flannel Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina the sky grey single bed flannel bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1344,Cortina Rose Red Single Bed Flannel Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina rose red single bed flannel bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1345,Cortina A Big For You Love Pink Single Bed Flannel Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina a big for you love pink single bed flannel bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1346,Cortina Cute Animal Print Single Bed Flannel Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina cute animal print single bed flannel bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1347,Cortina Floral Purple & White Double Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina floral purple & white double bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1348,Cortina Floral Grey Single Bed Flannel Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina floral grey single bed flannel bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1349,Cortina Star Print Navy Blue Single Bed Flannel Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina star print navy blue single bed flannel bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
1350,SNB 4 Ltr. Water Dispenser + Casserole + Lunch Box,SNB,Home & Garden,Home & Kitchen,Kitchen & Dining,Cookware & Serveware,snb 4 ltr. water dispenser + casserole + lunch box home & garden snb home & kitchen kitchen & dining cookware & serveware
1351,Cortina Striped Multi Color Single Bed Flannel Bed Flannel Blanket,Cortina,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,cortina striped multi color single bed flannel bed flannel blanket home & garden cortina home & kitchen furnishings & furniture bed linen
